Separation,Force_Clamped
482.4,-207655.9554
482.5,-207569.8788
482.6,-207483.8556
482.7,-207397.8859
482.8,-207311.9697
482.9,-207226.1068
483,-207140.2973
483.1,-207054.541
483.2,-206968.8381
483.3,-206883.1883
483.4,-206797.5917
483.5,-206712.0482
483.6,-206626.5578
483.7,-206541.1204
483.8,-206455.736
483.9,-206370.4046
484,-206285.126
484.1,-206199.9003
484.2,-206114.7275
484.3,-206029.6074
484.4,-205944.54
484.5,-205859.5253
484.6,-205774.5632
484.7,-205689.6538
484.8,-205604.7969
484.9,-205519.9925
485,-205435.2405
485.1,-205350.541
485.2,-205265.8939
485.3,-205181.2991
485.4,-205096.7566
485.5,-205012.2663
485.6,-204927.8283
485.7,-204843.4424
485.8,-204759.1086
485.9,-204674.8269
486,-204590.5973
486.1,-204506.4196
486.2,-204422.2939
486.3,-204338.2201
486.4,-204254.1982
486.5,-204170.228
486.6,-204086.3097
486.7,-204002.4431
486.8,-203918.6282
486.9,-203834.8649
487,-203751.1533
487.1,-203667.4932
487.2,-203583.8846
487.3,-203500.3275
487.4,-203416.8219
487.5,-203333.3676
487.6,-203249.9647
487.7,-203166.6131
487.8,-203083.3128
487.9,-203000.0637
488,-202916.8658
488.1,-202833.7191
488.2,-202750.6234
488.3,-202667.5789
488.4,-202584.5853
488.5,-202501.6427
488.6,-202418.751
488.7,-202335.9103
488.8,-202253.1203
488.9,-202170.3812
489,-202087.6929
489.1,-202005.0553
489.2,-201922.4684
489.3,-201839.9321
489.4,-201757.4464
489.5,-201675.0113
489.6,-201592.6267
489.7,-201510.2926
489.8,-201428.0089
489.9,-201345.7756
490,-201263.5927
490.1,-201181.4601
490.2,-201099.3777
490.3,-201017.3456
490.4,-200935.3637
490.5,-200853.4319
490.6,-200771.5503
490.7,-200689.7187
490.8,-200607.9371
490.9,-200526.2055
491,-200444.5239
491.1,-200362.8922
491.2,-200281.3103
491.3,-200199.7783
491.4,-200118.296
491.5,-200036.8635
491.6,-199955.4807
491.7,-199874.1475
491.8,-199792.864
491.9,-199711.6301
492,-199630.4457
492.1,-199549.3108
492.2,-199468.2253
492.3,-199387.1893
492.4,-199306.2026
492.5,-199225.2653
492.6,-199144.3773
492.7,-199063.5386
492.8,-198982.7491
492.9,-198902.0087
493,-198821.3175
493.1,-198740.6754
493.2,-198660.0823
493.3,-198579.5383
493.4,-198499.0433
493.5,-198418.5972
493.6,-198338.1999
493.7,-198257.8516
493.8,-198177.5521
493.9,-198097.3013
494,-198017.0993
494.1,-197936.946
494.2,-197856.8414
494.3,-197776.7854
494.4,-197696.778
494.5,-197616.8191
494.6,-197536.9087
494.7,-197457.0468
494.8,-197377.2334
494.9,-197297.4683
495,-197217.7515
495.1,-197138.0831
495.2,-197058.463
495.3,-196978.891
495.4,-196899.3673
495.5,-196819.8917
495.6,-196740.4643
495.7,-196661.0849
495.8,-196581.7536
495.9,-196502.4702
496,-196423.2348
496.1,-196344.0474
496.2,-196264.9078
496.3,-196185.8161
496.4,-196106.7721
496.5,-196027.776
496.6,-195948.8275
496.7,-195869.9268
496.8,-195791.0737
496.9,-195712.2683
497,-195633.5104
497.1,-195554.8
497.2,-195476.1371
497.3,-195397.5217
497.4,-195318.9538
497.5,-195240.4332
497.6,-195161.9599
497.7,-195083.534
497.8,-195005.1553
497.9,-194926.8239
498,-194848.5396
498.1,-194770.3026
498.2,-194692.1126
498.3,-194613.9697
498.4,-194535.8739
498.5,-194457.825
498.6,-194379.8232
498.7,-194301.8682
498.8,-194223.9602
498.9,-194146.099
499,-194068.2846
499.1,-193990.517
499.2,-193912.7962
499.3,-193835.122
499.4,-193757.4945
499.5,-193679.9137
499.6,-193602.3794
499.7,-193524.8917
499.8,-193447.4505
499.9,-193370.0558
500,-193292.7076
500.1,-193215.4057
500.2,-193138.1502
500.3,-193060.941
500.4,-192983.7782
500.5,-192906.6616
500.6,-192829.5912
500.7,-192752.567
500.8,-192675.5889
500.9,-192598.657
501,-192521.7711
501.1,-192444.9313
501.2,-192368.1375
501.3,-192291.3896
501.4,-192214.6877
501.5,-192138.0316
501.6,-192061.4214
501.7,-191984.857
501.8,-191908.3384
501.9,-191831.8655
502,-191755.4384
502.1,-191679.0569
502.2,-191602.7211
502.3,-191526.4308
502.4,-191450.1861
502.5,-191373.987
502.6,-191297.8333
502.7,-191221.7251
502.8,-191145.6623
502.9,-191069.6448
503,-190993.6728
503.1,-190917.746
503.2,-190841.8645
503.3,-190766.0282
503.4,-190690.2372
503.5,-190614.4913
503.6,-190538.7905
503.7,-190463.1348
503.8,-190387.5242
503.9,-190311.9586
504,-190236.438
504.1,-190160.9623
504.2,-190085.5316
504.3,-190010.1457
504.4,-189934.8047
504.5,-189859.5084
504.6,-189784.257
504.7,-189709.0503
504.8,-189633.8883
504.9,-189558.7709
505,-189483.6982
505.1,-189408.6701
505.2,-189333.6865
505.3,-189258.7475
505.4,-189183.8529
505.5,-189109.0028
505.6,-189034.1971
505.7,-188959.4358
505.8,-188884.7189
505.9,-188810.0463
506,-188735.4179
506.1,-188660.8338
506.2,-188586.2939
506.3,-188511.7982
506.4,-188437.3466
506.5,-188362.9391
506.6,-188288.5756
506.7,-188214.2563
506.8,-188139.9809
506.9,-188065.7494
507,-187991.5619
507.1,-187917.4183
507.2,-187843.3186
507.3,-187769.2627
507.4,-187695.2505
507.5,-187621.2822
507.6,-187547.3575
507.7,-187473.4766
507.8,-187399.6393
507.9,-187325.8456
508,-187252.0955
508.1,-187178.3889
508.2,-187104.7259
508.3,-187031.1063
508.4,-186957.5302
508.5,-186883.9975
508.6,-186810.5082
508.7,-186737.0622
508.8,-186663.6595
508.9,-186590.3002
509,-186516.984
509.1,-186443.7111
509.2,-186370.4813
509.3,-186297.2947
509.4,-186224.1512
509.5,-186151.0507
509.6,-186077.9933
509.7,-186004.9789
509.8,-185932.0075
509.9,-185859.079
510,-185786.1934
510.1,-185713.3507
510.2,-185640.5509
510.3,-185567.7938
510.4,-185495.0795
510.5,-185422.4079
510.6,-185349.7791
510.7,-185277.1929
510.8,-185204.6493
510.9,-185132.1484
511,-185059.69
511.1,-184987.2741
511.2,-184914.9008
511.3,-184842.5699
511.4,-184770.2814
511.5,-184698.0354
511.6,-184625.8317
511.7,-184553.6704
511.8,-184481.5514
511.9,-184409.4746
512,-184337.4401
512.1,-184265.4478
512.2,-184193.4976
512.3,-184121.5896
512.4,-184049.7237
512.5,-183977.8999
512.6,-183906.1181
512.7,-183834.3783
512.8,-183762.6805
512.9,-183691.0246
513,-183619.4107
513.1,-183547.8386
513.2,-183476.3084
513.3,-183404.8199
513.4,-183333.3733
513.5,-183261.9684
513.6,-183190.6052
513.7,-183119.2837
513.8,-183048.0038
513.9,-182976.7656
514,-182905.5689
514.1,-182834.4138
514.2,-182763.3002
514.3,-182692.2281
514.4,-182621.1974
514.5,-182550.2082
514.6,-182479.2604
514.7,-182408.3539
514.8,-182337.4887
514.9,-182266.6648
515,-182195.8822
515.1,-182125.1409
515.2,-182054.4407
515.3,-181983.7817
515.4,-181913.1638
515.5,-181842.587
515.6,-181772.0513
515.7,-181701.5566
515.8,-181631.103
515.9,-181560.6903
516,-181490.3185
516.1,-181419.9877
516.2,-181349.6977
516.3,-181279.4486
516.4,-181209.2403
516.5,-181139.0728
516.6,-181068.946
516.7,-180998.86
516.8,-180928.8146
516.9,-180858.8099
517,-180788.8459
517.1,-180718.9224
517.2,-180649.0395
517.3,-180579.1971
517.4,-180509.3952
517.5,-180439.6338
517.6,-180369.9128
517.7,-180300.2323
517.8,-180230.5921
517.9,-180160.9922
518,-180091.4327
518.1,-180021.9134
518.2,-179952.4344
518.3,-179882.9956
518.4,-179813.597
518.5,-179744.2386
518.6,-179674.9203
518.7,-179605.6421
518.8,-179536.4039
518.9,-179467.2058
519,-179398.0477
519.1,-179328.9296
519.2,-179259.8514
519.3,-179190.8131
519.4,-179121.8147
519.5,-179052.8561
519.6,-178983.9374
519.7,-178915.0584
519.8,-178846.2192
519.9,-178777.4197
520,-178708.66
520.1,-178639.9399
520.2,-178571.2594
520.3,-178502.6185
520.4,-178434.0172
520.5,-178365.4555
520.6,-178296.9332
520.7,-178228.4505
520.8,-178160.0072
520.9,-178091.6033
521,-178023.2388
521.1,-177954.9137
521.2,-177886.6279
521.3,-177818.3814
521.4,-177750.1742
521.5,-177682.0062
521.6,-177613.8774
521.7,-177545.7878
521.8,-177477.7374
521.9,-177409.7261
522,-177341.7538
522.1,-177273.8207
522.2,-177205.9265
522.3,-177138.0714
522.4,-177070.2552
522.5,-177002.478
522.6,-176934.7397
522.7,-176867.0403
522.8,-176799.3797
522.9,-176731.7579
523,-176664.175
523.1,-176596.6308
523.2,-176529.1253
523.3,-176461.6585
523.4,-176394.2305
523.5,-176326.841
523.6,-176259.4902
523.7,-176192.1779
523.8,-176124.9042
523.9,-176057.6691
524,-175990.4724
524.1,-175923.3142
524.2,-175856.1945
524.3,-175789.1131
524.4,-175722.0701
524.5,-175655.0655
524.6,-175588.0992
524.7,-175521.1712
524.8,-175454.2815
524.9,-175387.43
525,-175320.6167
525.1,-175253.8415
525.2,-175187.1045
525.3,-175120.4057
525.4,-175053.7449
525.5,-174987.1222
525.6,-174920.5375
525.7,-174853.9908
525.8,-174787.4821
525.9,-174721.0113
526,-174654.5784
526.1,-174588.1835
526.2,-174521.8263
526.3,-174455.5071
526.4,-174389.2256
526.5,-174322.9819
526.6,-174256.7759
526.7,-174190.6076
526.8,-174124.477
526.9,-174058.3841
527,-173992.3288
527.1,-173926.3111
527.2,-173860.331
527.3,-173794.3884
527.4,-173728.4833
527.5,-173662.6158
527.6,-173596.7856
527.7,-173530.9929
527.8,-173465.2376
527.9,-173399.5197
528,-173333.8391
528.1,-173268.1958
528.2,-173202.5898
528.3,-173137.0211
528.4,-173071.4896
528.5,-173005.9953
528.6,-172940.5382
528.7,-172875.1182
528.8,-172809.7354
528.9,-172744.3896
529,-172679.0809
529.1,-172613.8092
529.2,-172548.5745
529.3,-172483.3768
529.4,-172418.2161
529.5,-172353.0923
529.6,-172288.0053
529.7,-172222.9553
529.8,-172157.9421
529.9,-172092.9656
530,-172028.026
530.1,-171963.1231
530.2,-171898.257
530.3,-171833.4275
530.4,-171768.6347
530.5,-171703.8786
530.6,-171639.1591
530.7,-171574.4762
530.8,-171509.8298
530.9,-171445.2199
531,-171380.6466
531.1,-171316.1098
531.2,-171251.6094
531.3,-171187.1454
531.4,-171122.7178
531.5,-171058.3266
531.6,-170993.9717
531.7,-170929.6531
531.8,-170865.3709
531.9,-170801.1248
532,-170736.9151
532.1,-170672.7415
532.2,-170608.6041
532.3,-170544.5028
532.4,-170480.4377
532.5,-170416.4087
532.6,-170352.4157
532.7,-170288.4588
532.8,-170224.5379
532.9,-170160.653
533,-170096.804
533.1,-170032.991
533.2,-169969.2139
533.3,-169905.4726
533.4,-169841.7672
533.5,-169778.0977
533.6,-169714.4639
533.7,-169650.8659
533.8,-169587.3037
533.9,-169523.7772
534,-169460.2863
534.1,-169396.8312
534.2,-169333.4116
534.3,-169270.0277
534.4,-169206.6794
534.5,-169143.3666
534.6,-169080.0894
534.7,-169016.8476
534.8,-168953.6414
534.9,-168890.4706
535,-168827.3352
535.1,-168764.2352
535.2,-168701.1706
535.3,-168638.1413
535.4,-168575.1474
535.5,-168512.1887
535.6,-168449.2654
535.7,-168386.3772
535.8,-168323.5243
535.9,-168260.7066
536,-168197.924
536.1,-168135.1765
536.2,-168072.4642
536.3,-168009.787
536.4,-167947.1448
536.5,-167884.5376
536.6,-167821.9654
536.7,-167759.4283
536.8,-167696.926
536.9,-167634.4587
537,-167572.0264
537.1,-167509.6288
537.2,-167447.2662
537.3,-167384.9383
537.4,-167322.6452
537.5,-167260.387
537.6,-167198.1634
537.7,-167135.9746
537.8,-167073.8205
537.9,-167011.701
538,-166949.6162
538.1,-166887.566
538.2,-166825.5504
538.3,-166763.5693
538.4,-166701.6228
538.5,-166639.7108
538.6,-166577.8333
538.7,-166515.9903
538.8,-166454.1817
538.9,-166392.4075
539,-166330.6677
539.1,-166268.9622
539.2,-166207.2911
539.3,-166145.6543
539.4,-166084.0518
539.5,-166022.4835
539.6,-165960.9494
539.7,-165899.4496
539.8,-165837.984
539.9,-165776.5525
540,-165715.1551
540.1,-165653.7919
540.2,-165592.4627
540.3,-165531.1676
540.4,-165469.9065
540.5,-165408.6794
540.6,-165347.4863
540.7,-165286.3271
540.8,-165225.2019
540.9,-165164.1106
541,-165103.0532
541.1,-165042.0296
541.2,-164981.0398
541.3,-164920.0839
541.4,-164859.1617
541.5,-164798.2733
541.6,-164737.4186
541.7,-164676.5976
541.8,-164615.8103
541.9,-164555.0566
542,-164494.3366
542.1,-164433.6502
542.2,-164372.9974
542.3,-164312.3781
542.4,-164251.7924
542.5,-164191.2401
542.6,-164130.7213
542.7,-164070.236
542.8,-164009.7842
542.9,-163949.3657
543,-163888.9806
543.1,-163828.6289
543.2,-163768.3105
543.3,-163708.0254
543.4,-163647.7736
543.5,-163587.5551
543.6,-163527.3698
543.7,-163467.2177
543.8,-163407.0988
543.9,-163347.013
544,-163286.9604
544.1,-163226.9409
544.2,-163166.9545
544.3,-163107.0012
544.4,-163047.0809
544.5,-162987.1936
544.6,-162927.3393
544.7,-162867.518
544.8,-162807.7296
544.9,-162747.9742
545,-162688.2516
545.1,-162628.5619
545.2,-162568.9051
545.3,-162509.281
545.4,-162449.6898
545.5,-162390.1314
545.6,-162330.6057
545.7,-162271.1127
545.8,-162211.6524
545.9,-162152.2248
546,-162092.8299
546.1,-162033.4676
546.2,-161974.1379
546.3,-161914.8407
546.4,-161855.5762
546.5,-161796.3442
546.6,-161737.1446
546.7,-161677.9776
546.8,-161618.8431
546.9,-161559.7409
547,-161500.6712
547.1,-161441.6339
547.2,-161382.629
547.3,-161323.6564
547.4,-161264.7161
547.5,-161205.8081
547.6,-161146.9324
547.7,-161088.089
547.8,-161029.2777
547.9,-160970.4987
548,-160911.7519
548.1,-160853.0372
548.2,-160794.3546
548.3,-160735.7042
548.4,-160677.0858
548.5,-160618.4995
548.6,-160559.9453
548.7,-160501.423
548.8,-160442.9328
548.9,-160384.4745
549,-160326.0482
549.1,-160267.6538
549.2,-160209.2913
549.3,-160150.9607
549.4,-160092.6619
549.5,-160034.3949
549.6,-159976.1598
549.7,-159917.9564
549.8,-159859.7849
549.9,-159801.645
550,-159743.5369
550.1,-159685.4604
550.2,-159627.4156
550.3,-159569.4025
550.4,-159511.421
550.5,-159453.4711
550.6,-159395.5527
550.7,-159337.6659
550.8,-159279.8107
550.9,-159221.9869
551,-159164.1947
551.1,-159106.4339
551.2,-159048.7045
551.3,-158991.0066
551.4,-158933.34
551.5,-158875.7048
551.6,-158818.101
551.7,-158760.5285
551.8,-158702.9873
551.9,-158645.4774
552,-158587.9987
552.1,-158530.5513
552.2,-158473.135
552.3,-158415.75
552.4,-158358.3961
552.5,-158301.0734
552.6,-158243.7818
552.7,-158186.5213
552.8,-158129.2919
552.9,-158072.0935
553,-158014.9262
553.1,-157957.7899
553.2,-157900.6845
553.3,-157843.6101
553.4,-157786.5667
553.5,-157729.5542
553.6,-157672.5726
553.7,-157615.6218
553.8,-157558.7019
553.9,-157501.8129
554,-157444.9546
554.1,-157388.1271
554.2,-157331.3304
554.3,-157274.5645
554.4,-157217.8292
554.5,-157161.1247
554.6,-157104.4508
554.7,-157047.8076
554.8,-156991.195
554.9,-156934.613
555,-156878.0616
555.1,-156821.5408
555.2,-156765.0505
555.3,-156708.5907
555.4,-156652.1615
555.5,-156595.7627
555.6,-156539.3943
555.7,-156483.0564
555.8,-156426.7489
555.9,-156370.4718
556,-156314.2251
556.1,-156258.0087
556.2,-156201.8226
556.3,-156145.6669
556.4,-156089.5414
556.5,-156033.4461
556.6,-155977.3811
556.7,-155921.3464
556.8,-155865.3418
556.9,-155809.3674
557,-155753.4231
557.1,-155697.509
557.2,-155641.6249
557.3,-155585.771
557.4,-155529.9471
557.5,-155474.1532
557.6,-155418.3894
557.7,-155362.6556
557.8,-155306.9517
557.9,-155251.2778
558,-155195.6339
558.1,-155140.0198
558.2,-155084.4357
558.3,-155028.8814
558.4,-154973.3569
558.5,-154917.8623
558.6,-154862.3975
558.7,-154806.9625
558.8,-154751.5572
558.9,-154696.1817
559,-154640.8359
559.1,-154585.5198
559.2,-154530.2334
559.3,-154474.9766
559.4,-154419.7495
559.5,-154364.5519
559.6,-154309.384
559.7,-154254.2456
559.8,-154199.1368
559.9,-154144.0576
560,-154089.0078
560.1,-154033.9875
560.2,-153978.9967
560.3,-153924.0353
560.4,-153869.1034
560.5,-153814.2008
560.6,-153759.3277
560.7,-153704.4839
560.8,-153649.6694
560.9,-153594.8843
561,-153540.1284
561.1,-153485.4019
561.2,-153430.7045
561.3,-153376.0365
561.4,-153321.3976
561.5,-153266.7879
561.6,-153212.2074
561.7,-153157.6561
561.8,-153103.1339
561.9,-153048.6408
562,-152994.1768
562.1,-152939.7419
562.2,-152885.336
562.3,-152830.9591
562.4,-152776.6113
562.5,-152722.2924
562.6,-152668.0025
562.7,-152613.7415
562.8,-152559.5095
562.9,-152505.3064
563,-152451.1321
563.1,-152396.9868
563.2,-152342.8702
563.3,-152288.7825
563.4,-152234.7236
563.5,-152180.6935
563.6,-152126.6921
563.7,-152072.7195
563.8,-152018.7756
563.9,-151964.8604
564,-151910.9738
564.1,-151857.116
564.2,-151803.2867
564.3,-151749.4861
564.4,-151695.7141
564.5,-151641.9707
564.6,-151588.2558
564.7,-151534.5694
564.8,-151480.9116
564.9,-151427.2823
565,-151373.6815
565.1,-151320.1091
565.2,-151266.5651
565.3,-151213.0496
565.4,-151159.5624
565.5,-151106.1037
565.6,-151052.6732
565.7,-150999.2712
565.8,-150945.8974
565.9,-150892.552
566,-150839.2348
566.1,-150785.9458
566.2,-150732.6852
566.3,-150679.4527
566.4,-150626.2484
566.5,-150573.0723
566.6,-150519.9243
566.7,-150466.8045
566.8,-150413.7128
566.9,-150360.6492
567,-150307.6137
567.1,-150254.6063
567.2,-150201.6268
567.3,-150148.6754
567.4,-150095.752
567.5,-150042.8566
567.6,-149989.9891
567.7,-149937.1496
567.8,-149884.338
567.9,-149831.5543
568,-149778.7984
568.1,-149726.0704
568.2,-149673.3703
568.3,-149620.698
568.4,-149568.0535
568.5,-149515.4368
568.6,-149462.8478
568.7,-149410.2866
568.8,-149357.7531
568.9,-149305.2473
569,-149252.7692
569.1,-149200.3187
569.2,-149147.8959
569.3,-149095.5007
569.4,-149043.1332
569.5,-148990.7932
569.6,-148938.4808
569.7,-148886.1959
569.8,-148833.9385
569.9,-148781.7087
570,-148729.5064
570.1,-148677.3315
570.2,-148625.1841
570.3,-148573.0641
570.4,-148520.9715
570.5,-148468.9064
570.6,-148416.8686
570.7,-148364.8581
570.8,-148312.875
570.9,-148260.9192
571,-148208.9907
571.1,-148157.0895
571.2,-148105.2156
571.3,-148053.3688
571.4,-148001.5494
571.5,-147949.7571
571.6,-147897.992
571.7,-147846.254
571.8,-147794.5432
571.9,-147742.8596
572,-147691.203
572.1,-147639.5735
572.2,-147587.9711
572.3,-147536.3958
572.4,-147484.8475
572.5,-147433.3262
572.6,-147381.8319
572.7,-147330.3645
572.8,-147278.9241
572.9,-147227.5107
573,-147176.1242
573.1,-147124.7646
573.2,-147073.4318
573.3,-147022.1259
573.4,-146970.8469
573.5,-146919.5947
573.6,-146868.3693
573.7,-146817.1707
573.8,-146765.9988
573.9,-146714.8537
574,-146663.7354
574.1,-146612.6437
574.2,-146561.5788
574.3,-146510.5405
574.4,-146459.5289
574.5,-146408.5439
574.6,-146357.5855
574.7,-146306.6538
574.8,-146255.7486
574.9,-146204.87
575,-146154.0179
575.1,-146103.1924
575.2,-146052.3934
575.3,-146001.6208
575.4,-145950.8747
575.5,-145900.1551
575.6,-145849.462
575.7,-145798.7952
575.8,-145748.1548
575.9,-145697.5409
576,-145646.9532
576.1,-145596.392
576.2,-145545.857
576.3,-145495.3484
576.4,-145444.866
576.5,-145394.41
576.6,-145343.9801
576.7,-145293.5765
576.8,-145243.1992
576.9,-145192.848
577,-145142.523
577.1,-145092.2241
577.2,-145041.9515
577.3,-144991.7049
577.4,-144941.4844
577.5,-144891.2901
577.6,-144841.1218
577.7,-144790.9795
577.8,-144740.8633
577.9,-144690.7731
578,-144640.7089
578.1,-144590.6707
578.2,-144540.6584
578.3,-144490.6721
578.4,-144440.7118
578.5,-144390.7773
578.6,-144340.8687
578.7,-144290.986
578.8,-144241.1292
578.9,-144191.2982
579,-144141.493
579.1,-144091.7136
579.2,-144041.96
579.3,-143992.2321
579.4,-143942.5301
579.5,-143892.8537
579.6,-143843.2031
579.7,-143793.5781
579.8,-143743.9788
579.9,-143694.4052
580,-143644.8573
580.1,-143595.3349
580.2,-143545.8382
580.3,-143496.367
580.4,-143446.9214
580.5,-143397.5014
580.6,-143348.1069
580.7,-143298.738
580.8,-143249.3945
580.9,-143200.0765
581,-143150.784
581.1,-143101.5169
581.2,-143052.2753
581.3,-143003.0591
581.4,-142953.8682
581.5,-142904.7028
581.6,-142855.5627
581.7,-142806.448
581.8,-142757.3585
581.9,-142708.2944
582,-142659.2556
582.1,-142610.2421
582.2,-142561.2538
582.3,-142512.2907
582.4,-142463.3529
582.5,-142414.4403
582.6,-142365.5529
582.7,-142316.6906
582.8,-142267.8535
582.9,-142219.0415
583,-142170.2547
583.1,-142121.4929
583.2,-142072.7562
583.3,-142024.0446
583.4,-141975.3581
583.5,-141926.6966
583.6,-141878.06
583.7,-141829.4485
583.8,-141780.862
583.9,-141732.3004
584,-141683.7638
584.1,-141635.2521
584.2,-141586.7654
584.3,-141538.3035
584.4,-141489.8665
584.5,-141441.4543
584.6,-141393.067
584.7,-141344.7046
584.8,-141296.3669
584.9,-141248.054
585,-141199.766
585.1,-141151.5026
585.2,-141103.264
585.3,-141055.0502
585.4,-141006.861
585.5,-140958.6966
585.6,-140910.5568
585.7,-140862.4416
585.8,-140814.3512
585.9,-140766.2853
586,-140718.244
586.1,-140670.2274
586.2,-140622.2353
586.3,-140574.2678
586.4,-140526.3248
586.5,-140478.4063
586.6,-140430.5123
586.7,-140382.6429
586.8,-140334.7979
586.9,-140286.9773
587,-140239.1812
587.1,-140191.4096
587.2,-140143.6623
587.3,-140095.9394
587.4,-140048.2409
587.5,-140000.5668
587.6,-139952.917
587.7,-139905.2915
587.8,-139857.6903
587.9,-139810.1134
588,-139762.5608
588.1,-139715.0325
588.2,-139667.5283
588.3,-139620.0485
588.4,-139572.5928
588.5,-139525.1613
588.6,-139477.754
588.7,-139430.3708
588.8,-139383.0118
588.9,-139335.677
589,-139288.3662
589.1,-139241.0795
589.2,-139193.8169
589.3,-139146.5784
589.4,-139099.3639
589.5,-139052.1734
589.6,-139005.007
589.7,-138957.8645
589.8,-138910.746
589.9,-138863.6515
590,-138816.5809
590.1,-138769.5343
590.2,-138722.5116
590.3,-138675.5127
590.4,-138628.5378
590.5,-138581.5867
590.6,-138534.6595
590.7,-138487.7561
590.8,-138440.8765
590.9,-138394.0207
591,-138347.1888
591.1,-138300.3805
591.2,-138253.5961
591.3,-138206.8353
591.4,-138160.0983
591.5,-138113.385
591.6,-138066.6954
591.7,-138020.0295
591.8,-137973.3872
591.9,-137926.7685
592,-137880.1735
592.1,-137833.6021
592.2,-137787.0543
592.3,-137740.53
592.4,-137694.0293
592.5,-137647.5522
592.6,-137601.0986
592.7,-137554.6685
592.8,-137508.2619
592.9,-137461.8788
593,-137415.5191
593.1,-137369.1829
593.2,-137322.8702
593.3,-137276.5808
593.4,-137230.3149
593.5,-137184.0723
593.6,-137137.8531
593.7,-137091.6573
593.8,-137045.4848
593.9,-136999.3356
594,-136953.2098
594.1,-136907.1072
594.2,-136861.0279
594.3,-136814.9719
594.4,-136768.9391
594.5,-136722.9295
594.6,-136676.9432
594.7,-136630.98
594.8,-136585.0401
594.9,-136539.1233
595,-136493.2296
595.1,-136447.3591
595.2,-136401.5118
595.3,-136355.6875
595.4,-136309.8863
595.5,-136264.1082
595.6,-136218.3531
595.7,-136172.6211
595.8,-136126.9121
595.9,-136081.2261
596,-136035.5632
596.1,-135989.9232
596.2,-135944.3061
596.3,-135898.712
596.4,-135853.1409
596.5,-135807.5927
596.6,-135762.0674
596.7,-135716.5649
596.8,-135671.0854
596.9,-135625.6287
597,-135580.1948
597.1,-135534.7838
597.2,-135489.3956
597.3,-135444.0301
597.4,-135398.6875
597.5,-135353.3676
597.6,-135308.0705
597.7,-135262.7961
597.8,-135217.5444
597.9,-135172.3155
598,-135127.1092
598.1,-135081.9256
598.2,-135036.7647
598.3,-134991.6264
598.4,-134946.5107
598.5,-134901.4177
598.6,-134856.3473
598.7,-134811.2994
598.8,-134766.2741
598.9,-134721.2714
599,-134676.2912
599.1,-134631.3335
599.2,-134586.3983
599.3,-134541.4857
599.4,-134496.5955
599.5,-134451.7278
599.6,-134406.8825
599.7,-134362.0596
599.8,-134317.2592
599.9,-134272.4812
600,-134227.7256
600.1,-134182.9923
600.2,-134138.2814
600.3,-134093.5929
600.4,-134048.9266
600.5,-134004.2827
600.6,-133959.6611
600.7,-133915.0618
600.8,-133870.4847
600.9,-133825.93
601,-133781.3974
601.1,-133736.8871
601.2,-133692.3989
601.3,-133647.933
601.4,-133603.4893
601.5,-133559.0677
601.6,-133514.6683
601.7,-133470.291
601.8,-133425.9358
601.9,-133381.6028
602,-133337.2918
602.1,-133293.0029
602.2,-133248.7361
602.3,-133204.4914
602.4,-133160.2686
602.5,-133116.0679
602.6,-133071.8892
602.7,-133027.7325
602.8,-132983.5977
602.9,-132939.4849
603,-132895.3941
603.1,-132851.3252
603.2,-132807.2782
603.3,-132763.2531
603.4,-132719.25
603.5,-132675.2686
603.6,-132631.3092
603.7,-132587.3716
603.8,-132543.4558
603.9,-132499.5618
604,-132455.6896
604.1,-132411.8393
604.2,-132368.0107
604.3,-132324.2038
604.4,-132280.4187
604.5,-132236.6553
604.6,-132192.9137
604.7,-132149.1937
604.8,-132105.4955
604.9,-132061.8189
605,-132018.1639
605.1,-131974.5306
605.2,-131930.919
605.3,-131887.3289
605.4,-131843.7605
605.5,-131800.2136
605.6,-131756.6883
605.7,-131713.1846
605.8,-131669.7024
605.9,-131626.2417
606,-131582.8026
606.1,-131539.385
606.2,-131495.9888
606.3,-131452.6141
606.4,-131409.2609
606.5,-131365.9291
606.6,-131322.6188
606.7,-131279.3298
606.8,-131236.0623
606.9,-131192.8162
607,-131149.5914
607.1,-131106.388
607.2,-131063.2059
607.3,-131020.0452
607.4,-130976.9058
607.5,-130933.7877
607.6,-130890.6909
607.7,-130847.6153
607.8,-130804.561
607.9,-130761.528
608,-130718.5162
608.1,-130675.5256
608.2,-130632.5562
608.3,-130589.608
608.4,-130546.681
608.5,-130503.7752
608.6,-130460.8905
608.7,-130418.0269
608.8,-130375.1845
608.9,-130332.3632
609,-130289.5629
609.1,-130246.7838
609.2,-130204.0257
609.3,-130161.2887
609.4,-130118.5727
609.5,-130075.8777
609.6,-130033.2038
609.7,-129990.5508
609.8,-129947.9188
609.9,-129905.3078
610,-129862.7178
610.1,-129820.1487
610.2,-129777.6005
610.3,-129735.0732
610.4,-129692.5669
610.5,-129650.0814
610.6,-129607.6168
610.7,-129565.1731
610.8,-129522.7502
610.9,-129480.3481
611,-129437.9669
611.1,-129395.6064
611.2,-129353.2668
611.3,-129310.9479
611.4,-129268.6498
611.5,-129226.3725
611.6,-129184.1159
611.7,-129141.88
611.8,-129099.6648
611.9,-129057.4704
612,-129015.2966
612.1,-128973.1434
612.2,-128931.011
612.3,-128888.8992
612.4,-128846.808
612.5,-128804.7374
612.6,-128762.6874
612.7,-128720.658
612.8,-128678.6492
612.9,-128636.661
613,-128594.6933
